,Unnamed: 0,id_x,sentiment_idx,text_re,polarity_re,polarity_confidence_re,subjectivity_re,subjectivity_confidence_re,Unnamed: 0.1,Unnamed: 0.1.1,contributors,coordinates,coordinates\coordinates,coordinates\type,created_at,display_text_range,entities\hashtags,entities\media,entities\symbols,entities\urls,entities\user_mentions,extended_entities\media,extended_tweet\display_text_range,extended_tweet\entities\hashtags,extended_tweet\entities\media,extended_tweet\entities\symbols,extended_tweet\entities\urls,extended_tweet\entities\user_mentions,extended_tweet\extended_entities\media,extended_tweet\full_text,favorite_count,favorited,filter_level,geo,geo\coordinates,geo\type,id_y,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,matching_rules,place,place\bounding_box\coordinates,place\bounding_box\type,place\country,place\country_code,place\full_name,place\id,place\name,place\place_type,place\url,possibly_sensitive,quote_count,quoted_status\contributors,quoted_status\coordinates,quoted_status\created_at,quoted_status\display_text_range,quoted_status\entities\hashtags,quoted_status\entities\media,quoted_status\entities\symbols,quoted_status\entities\urls,quoted_status\entities\user_mentions,quoted_status\extended_entities\media,quoted_status\extended_tweet\display_text_range,quoted_status\extended_tweet\entities\hashtags,quoted_status\extended_tweet\entities\media,quoted_status\extended_tweet\entities\symbols,quoted_status\extended_tweet\entities\urls,quoted_status\extended_tweet\entities\user_mentions,quoted_status\extended_tweet\extended_entities\media,quoted_status\extended_tweet\full_text,quoted_status\favorite_count,quoted_status\favorited,quoted_status\filter_level,quoted_status\geo,quoted_status\id,quoted_status\id_str,quoted_status\in_reply_to_screen_name,quoted_status\in_reply_to_status_id,quoted_status\in_reply_to_status_id_str,quoted_status\in_reply_to_user_id,quoted_status\in_reply_to_user_id_str,quoted_status\is_quote_status,quoted_status\lang,quoted_status\place,quoted_status\place\bounding_box\coordinates,quoted_status\place\bounding_box\type,quoted_status\place\country,quoted_status\place\country_code,quoted_status\place\full_name,quoted_status\place\id,quoted_status\place\name,quoted_status\place\place_type,quoted_status\place\url,quoted_status\possibly_sensitive,quoted_status\quote_count,quoted_status\quoted_status_id,quoted_status\quoted_status_id_str,quoted_status\reply_count,quoted_status\retweet_count,quoted_status\retweeted,quoted_status\scopes\followers,quoted_status\source,quoted_status\text,quoted_status\truncated,quoted_status\user\contributors_enabled,quoted_status\user\created_at,quoted_status\user\default_profile,quoted_status\user\default_profile_image,quoted_status\user\description,quoted_status\user\favourites_count,quoted_status\user\follow_request_sent,quoted_status\user\followers_count,quoted_status\user\following,quoted_status\user\friends_count,quoted_status\user\geo_enabled,quoted_status\user\id,quoted_status\user\id_str,quoted_status\user\is_translator,quoted_status\user\lang,quoted_status\user\listed_count,quoted_status\user\location,quoted_status\user\name,quoted_status\user\notifications,quoted_status\user\profile_background_color,quoted_status\user\profile_background_image_url,quoted_status\user\profile_background_image_url_https,quoted_status\user\profile_background_tile,quoted_status\user\profile_banner_url,quoted_status\user\profile_image_url,quoted_status\user\profile_image_url_https,quoted_status\user\profile_link_color,quoted_status\user\profile_sidebar_border_color,quoted_status\user\profile_sidebar_fill_color,quoted_status\user\profile_text_color,quoted_status\user\profile_use_background_image,quoted_status\user\protected,quoted_status\user\screen_name,quoted_status\user\statuses_count,quoted_status\user\time_zone,quoted_status\user\translator_type,quoted_status\user\url,quoted_status\user\utc_offset,quoted_status\user\verified,quoted_status_id,quoted_status_id_str,quoted_status_permalink\display,quoted_status_permalink\expanded,quoted_status_permalink\url,reply_count,retweet_count,retweeted,source,text,truncated,user\contributors_enabled,user\created_at,user\default_profile,user\default_profile_image,user\description,user\favourites_count,user\follow_request_sent,user\followers_count,user\following,user\friends_count,user\geo_enabled,user\id,user\id_str,user\is_translator,user\lang,user\listed_count,user\location,user\name,user\notifications,user\profile_background_color,user\profile_background_image_url,user\profile_background_image_url_https,user\profile_background_tile,user\profile_banner_url,user\profile_image_url,user\profile_image_url_https,user\profile_link_color,user\profile_sidebar_border_color,user\profile_sidebar_fill_color,user\profile_text_color,user\profile_use_background_image,user\protected,user\screen_name,user\statuses_count,user\time_zone,user\translator_type,user\url,user\utc_offset,user\verified
144,144,9.17919E+17,197,wake up early for sch also still late cos of the bloody train :unamused_face:,negative,0.862684965,subjective,0.998659001,149,0,,,,,Wed Oct 11 01:03:55 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,9.17919E+17,9.17919E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.605441, 1.166389], [103.605441, 1.435746], [103.801598, 1.435746], [103.801598, 1.166389]]]",Polygon,Singapore,SG,"West Region, Singapore",0b37664066a8962a,West Region,admin,https://api.twitter.com/1.1/geo/id/0b37664066a8962a.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wake up early for sch also still late cos of the bloody train 😒,FALSE,FALSE,Thu May 12 05:07:20 +0000 2011,FALSE,FALSE,shitballs forgot to take my bitch pills,33039,,855,,774,TRUE,297233639,297233639,FALSE,en,4,,Thomas Nelson,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/297233639/1452929354,http://pbs.twimg.com/profile_images/1064325088739188738/Y6-mg4zZ_normal.jpg,https://pbs.twimg.com/profile_images/1064325088739188738/Y6-mg4zZ_normal.jpg,0084B4,C0DEED,DDEEF6,333333,TRUE,FALSE,Thomas Nelson,56575,,none,http://www.instagram.com/nadjmldn,,FALSE
145,145,9.17772E+17,198,what’s with the train fault at this hours what the fuckfff i wanna go home right now fuck my life smrt,negative,0.980452418,subjective,0.987302679,150,0,,,,,Tue Oct 10 15:22:06 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,9.17772E+17,9.17772E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.817833, 1.334355], [103.817833, 1.432041], [103.931418, 1.432041], [103.931418, 1.334355]]]",Polygon,Singapore,SG,"North-East Region, Singapore",5f1f473ed6455f55,North-East Region,admin,https://api.twitter.com/1.1/geo/id/5f1f473ed6455f55.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What’s with the train fault at this hours wtffff I wanna go home right now fml smrt,FALSE,FALSE,Fri Aug 28 08:46:59 +0000 2009,FALSE,FALSE,http://Explore.Dream.Discover 🏞,11521,,241,,361,TRUE,69542448,69542448,FALSE,en,5,,Vernon Mann,,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/69542448/1543928650,http://pbs.twimg.com/profile_images/1069941264445919232/8hBrDMRf_normal.jpg,https://pbs.twimg.com/profile_images/1069941264445919232/8hBrDMRf_normal.jpg,2FC2EF,181A1E,252429,666666,TRUE,FALSE,Vernon Mann,19763,,none,,,FALSE
146,146,9.17405E+17,199,"@piyushgoyaloffc resp sir, cn we plz expect any kind of communication when a train is running late, tht 2 shatabdi fr which v pay rs.1000",negative,0.692993581,subjective,1,151,0,,,,,Mon Oct 09 15:02:51 +0000 2017,,[],,[],[],"[{'screen_name': 'PiyushGoyalOffc', 'name': 'Piyush Goyal Office', 'id': 717686709983424513, 'id_str': '717686709983424513', 'indices': [0, 16]}]",,,,,,,,,,0,FALSE,low,,,,9.17405E+17,9.17405E+17,PiyushGoyalOffc,,,7.18E+17,7.18E+17,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@PiyushGoyalOffc Resp Sir, cn we plz expect any kind of communication when a train is running late, tht 2 SHATABDI fr which v pay Rs.1000",FALSE,FALSE,Thu Jun 03 15:06:21 +0000 2010,TRUE,FALSE,,1,,11,,11,TRUE,151502118,151502118,FALSE,en,0,,Valerie Smith,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/151502118/1416671861,http://pbs.twimg.com/profile_images/536186769276805120/I2GKDPQ0_normal.jpeg,https://pbs.twimg.com/profile_images/536186769276805120/I2GKDPQ0_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,Valerie Smith,5,,none,,,FALSE
147,147,9.17259E+17,200,"mrt delay, bus delay because of this i also delay to school :man_facepalming_medium_skin_tone:.",negative,0.944726706,subjective,0.999305204,152,0,,,,,Mon Oct 09 05:22:46 +0000 2017,,[],,[],[],[],,,,,,,,,,1,FALSE,low,,,,9.17259E+17,9.17259E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.817833, 1.334355], [103.817833, 1.432041], [103.931418, 1.432041], [103.931418, 1.334355]]]",Polygon,Singapore,SG,"North-East Region, Singapore",5f1f473ed6455f55,North-East Region,admin,https://api.twitter.com/1.1/geo/id/5f1f473ed6455f55.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mrt delay, Bus delay because of this I also delay to school 🤦🏽‍♂️.",FALSE,FALSE,Wed Jun 13 09:48:54 +0000 2012,FALSE,FALSE,Snapchat/Facebook/Instagram :preteepraj,11799,,158,,387,TRUE,607071205,607071205,FALSE,en,14,"Manchester, England",Dana Foster,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/607071205/1538143494,http://pbs.twimg.com/profile_images/1047979809710596096/Rsv4073S_normal.jpg,https://pbs.twimg.com/profile_images/1047979809710596096/Rsv4073S_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,TRUE,FALSE,Dana Foster,29478,,none,https://www.instagram.com/preteepraj/,,FALSE
148,148,9.16839E+17,201,it's good to be sure all you can to do is clear down,positive,0.440497279,subjective,1,153,0,,,,,Sun Oct 08 01:33:33 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,9.16839E+17,9.16839E+17,,,,,,FALSE,in,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",baguslah semua bdh masih nak tap da terang2 mrt breakdown,FALSE,FALSE,Tue Jun 25 12:36:07 +0000 2013,FALSE,FALSE,stays silence,23814,,676,,457,TRUE,1545638282,1545638282,FALSE,en,0,,Kyle Dunn,,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/1545638282/1544892389,http://pbs.twimg.com/profile_images/1066507072672387077/ZfcoguAm_normal.jpg,https://pbs.twimg.com/profile_images/1066507072672387077/ZfcoguAm_normal.jpg,772266,0,DDEEF6,333333,TRUE,FALSE,Kyle Dunn,32438,,none,http://Instagram.com/fahtsh,,FALSE
149,149,9.16834E+17,202,mrt still breakdown to ...,neutral,0.48143366,objective,0.86388969,154,0,,,,,Sun Oct 08 01:12:00 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,9.16834E+17,9.16834E+17,,,,,,FALSE,in,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrt masih breakdown ke...,FALSE,FALSE,Tue Jun 25 12:36:07 +0000 2013,FALSE,FALSE,stays silence,23814,,676,,457,TRUE,1545638282,1545638282,FALSE,en,0,,Drew Reyes,,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/1545638282/1544892389,http://pbs.twimg.com/profile_images/1066507072672387077/ZfcoguAm_normal.jpg,https://pbs.twimg.com/profile_images/1066507072672387077/ZfcoguAm_normal.jpg,772266,0,DDEEF6,333333,TRUE,FALSE,Drew Reyes,32438,,none,http://Instagram.com/fahtsh,,FALSE
150,150,9.16678E+17,203,wa train breakdown -):,neutral,0.633839846,subjective,0.996708534,155,0,,,,,Sat Oct 07 14:54:05 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,9.16678E+17,9.16678E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.817833, 1.334355], [103.817833, 1.432041], [103.931418, 1.432041], [103.931418, 1.334355]]]",Polygon,Singapore,SG,"North-East Region, Singapore",5f1f473ed6455f55,North-East Region,admin,https://api.twitter.com/1.1/geo/id/5f1f473ed6455f55.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wa train breakdown -):,FALSE,FALSE,Wed Feb 22 10:20:06 +0000 2012,FALSE,FALSE,"happy, but suffering.",24370,,1554,,639,TRUE,499654626,499654626,FALSE,en,14,65,Valerie Kim,,00B899,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/499654626/1539340447,http://pbs.twimg.com/profile_images/1070002667399737345/n-G6N-eU_normal.jpg,https://pbs.twimg.com/profile_images/1070002667399737345/n-G6N-eU_normal.jpg,E81C4F,FFFFFF,95E8EC,3C3940,TRUE,FALSE,Valerie Kim,142389,,none,https://Instagram.com/sher.ojy,,FALSE
151,151,9.16676E+17,204,the train fault???? is????? https://t.co/byfmcz5lmq,neutral,0.877188563,objective,0.520184441,156,0,,,,,Sat Oct 07 14:46:20 +0000 2017,"[0, 27]",[],"[{'id': 916676054328029189, 'id_str': '916676054328029189', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/DLiwA8BUMAUCtp1.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/DLiwA8BUMAUCtp1.jpg', 'url': 'https://t.co/byFmcz5lMq', 'display_url': 'pic.twitter.com/byFmcz5lMq', 'expanded_url': 'https://twitter.com/adleebump/status/916676067473031169/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 234, 'h': 218, 'resize': 'fit'}, 'large': {'w': 234, 'h': 218, 'resize': 'fit'}, 'small': {'w': 234, 'h': 218, 'resize': 'fit'}}}]",[],[],[],"[{'id': 916676054328029189, 'id_str': '916676054328029189', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/DLiwA8BUMAUCtp1.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/DLiwA8BUMAUCtp1.jpg', 'url': 'https://t.co/byFmcz5lMq', 'display_url': 'pic.twitter.com/byFmcz5lMq', 'expanded_url': 'https://twitter.com/adleebump/status/916676067473031169/photo/1', 'type': 'animated_gif', 'video_info': {'aspect_ratio': [117, 109], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/DLiwA8BUMAUCtp1.mp4'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 234, 'h': 218, 'resize': 'fit'}, 'large': {'w': 234, 'h': 218, 'resize': 'fit'}, 'small': {'w': 234, 'h': 218, 'resize': 'fit'}}}]",,,,,,,,,0,FALSE,low,,,,9.16676E+17,9.16676E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",the train fault???? is????? https://t.co/byFmcz5lMq,FALSE,FALSE,Sat Feb 04 19:41:52 +0000 2012,FALSE,FALSE,"if the shoe fits, it's definitely about you",1582,,197,,59,TRUE,483229445,483229445,FALSE,en,8,earl grey paradise,Stephen Arnold,,642D8B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/483229445/1526935171,http://pbs.twimg.com/profile_images/998664592883511296/ggSANwWF_normal.jpg,https://pbs.twimg.com/profile_images/998664592883511296/ggSANwWF_normal.jpg,FF0000,FFFFFF,DDEEF6,333333,TRUE,FALSE,Stephen Arnold,16610,,none,http://www.fuckOFF.com,,FALSE
152,152,9.16665E+17,205,singaporean horror story: train fault https://t.co/xcsx7xgz47,neutral,0.810763955,objective,0.999992861,157,0,,,,,Sat Oct 07 14:02:42 +0000 2017,"[0, 37]",[],,[],"[{'url': 'https://t.co/xCsX7XgZ47', 'expanded_url': 'https://twitter.com/reddot_oz/status/916661838808412160', 'display_url': 'twitter.com/reddot_oz/stat…', 'indices': [38, 61]}]",[],,,,,,,,,,0,FALSE,low,,,,9.16665E+17,9.16665E+17,,,,,,TRUE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,FALSE,0,,,Sat Oct 07 13:49:47 +0000 2017,"[0, 64]",[],"[{'id': 916661821238427648, 'id_str': '916661821238427648', 'indices': [65, 88], 'media_url': 'http://pbs.twimg.com/media/DLijEdoUQAAI2OG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DLijEdoUQAAI2OG.jpg', 'url': 'https://t.co/qvzNqMLheQ', 'display_url': 'pic.twitter.com/qvzNqMLheQ', 'expanded_url': 'https://twitter.com/RedDot_Oz/status/916661838808412160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}}}]",[],[],[],"[{'id': 916661821238427648, 'id_str': '916661821238427648', 'indices': [65, 88], 'media_url': 'http://pbs.twimg.com/media/DLijEdoUQAAI2OG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DLijEdoUQAAI2OG.jpg', 'url': 'https://t.co/qvzNqMLheQ', 'display_url': 'pic.twitter.com/qvzNqMLheQ', 'expanded_url': 'https://twitter.com/RedDot_Oz/status/916661838808412160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 1600, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 1200, 'resize': 'fit'}}}]",,,,,,,,,7,FALSE,low,,9.17E+17,9.17E+17,,,,,,FALSE,en,,,,,,,,,,,FALSE,0,,,1,20,FALSE,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gilbert Goh posted this pic of a flooded MRT tunnel on Facebook. https://t.co/qvzNqMLheQ,FALSE,FALSE,Fri May 22 13:04:43 +0000 2015,TRUE,FALSE,"Research Assistant | History, Foreign Policy & Defence Junkie | Ultimate Lego fan.",14576,,922,,431,FALSE,3223239390,3223239390,FALSE,en,50,Singapore,Red Dot Oz,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/3223239390/1544353773,http://pbs.twimg.com/profile_images/1006448707972227072/Kpki4zN2_normal.jpg,https://pbs.twimg.com/profile_images/1006448707972227072/Kpki4zN2_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,RedDot_Oz,65846,,none,,,FALSE,9.17E+17,9.17E+17,twitter.com/reddot_oz/stat…,https://twitter.com/reddot_oz/status/916661838808412160,https://t.co/xCsX7XgZ47,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Singaporean Horror Story: Train Fault https://t.co/xCsX7XgZ47,FALSE,FALSE,Wed Dec 30 03:02:19 +0000 2009,TRUE,FALSE,豚のように食ってな 🐷,4791,,450,,338,TRUE,100386596,100386596,FALSE,en,6,夢,John Bean,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/100386596/1525566629,http://pbs.twimg.com/profile_images/1074847645162586112/H60FKwZ-_normal.jpg,https://pbs.twimg.com/profile_images/1074847645162586112/H60FKwZ-_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,John Bean,26905,,none,,,FALSE
153,153,9.16665E+17,206,after train fault... there’s an accident over @ orchard boulevard.. :loudly_crying_face::broken_heart:,negative,0.7138623,objective,1,158,0,,,,,Sat Oct 07 14:01:41 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,9.16665E+17,9.16665E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",after train fault... there’s an accident over @ orchard boulevard.. 😭💔,FALSE,FALSE,Thu Sep 10 09:43:19 +0000 2009,FALSE,FALSE,,2148,,270,,216,TRUE,73083014,73083014,FALSE,en,2,,Amy Blackwell,,00FF00,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,TRUE,https://pbs.twimg.com/profile_banners/73083014/1536901010,http://pbs.twimg.com/profile_images/1066672678247968768/YYPRWrg5_normal.jpg,https://pbs.twimg.com/profile_images/1066672678247968768/YYPRWrg5_normal.jpg,F5ABB5,FFFFFF,FFFFFF,0,TRUE,FALSE,Amy Blackwell,51470,,none,,,FALSE
154,154,9.16655E+17,207,seeing the train delay made me glad i spent my day mostly at the east,negative,0.601173103,subjective,1,159,0,,,,,Sat Oct 07 13:24:06 +0000 2017,,[],,[],[],[],,,,,,,,,,0,FALSE,low,,,,9.16655E+17,9.16655E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.549467, 1.145502], [103.549467, 1.478481], [104.123447, 1.478481], [104.123447, 1.145502]]]",Polygon,Singapore,SG,Singapore,2509b9adc1fedfd2,Singapore,country,https://api.twitter.com/1.1/geo/id/2509b9adc1fedfd2.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,FALSE,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",Seeing the train delay made me glad I spent my day mostly at the east,FALSE,FALSE,Fri Mar 06 16:30:58 +0000 2009,FALSE,FALSE,Tech influXencer.,98,,589,,611,TRUE,23084026,23084026,FALSE,en,26,"CHINGAPORE, SG",Barbara Reynolds,,0,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/23084026/1497932385,http://pbs.twimg.com/profile_images/941289030322339847/EuDbweDG_normal.jpg,https://pbs.twimg.com/profile_images/941289030322339847/EuDbweDG_normal.jpg,1B95E0,0,FFFFFF,FC0308,TRUE,FALSE,Barbara Reynolds,65609,,none,,,FALSE
155,155,9.16647E+17,208,mrt breakdown what the fuck?,negative,0.901865661,objective,0.99932644,160,0,,,,,Sat Oct 07 12:52:47 +0000 2017,,[],,[],[],[],,,,,,,,,,26,FALSE,low,,,,9.16647E+17,9.16647E+17,,,,,,FALSE,en,[{'tag': None}],,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",Polygon,Singapore,SG,"Central Region, Singapore",58a4c3a0d54e1400,Central Region,admin,https://api.twitter.com/1.1/geo/id/58a4c3a0d54e1400.json,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mrt breakdown what the fuck?,FALSE,FALSE,Sun Oct 28 15:02:25 +0000 2012,FALSE,FALSE,Fuck Fake Friends.,11067,,6100,,1448,TRUE,910474722,910474722,FALSE,en,12,"East Region, Singapore",Renee Bennett,,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/910474722/1540447220,http://pbs.twimg.com/profile_images/1051476917763813378/6jSObxkx_normal.jpg,https://pbs.twimg.com/profile_images/1051476917763813378/6jSObxkx_normal.jpg,ABB8C2,FFFFFF,EFEFEF,333333,TRUE,FALSE,Renee Bennett,46911,,none,http://www.facebook.com/Lyndonn3,,FALSE
